TPXC30 Index,,,7203 JT Equity,,,7267 JT Equity,,,6758 JT Equity,,,7201 JT Equity,,,6752 JT Equity,,,6902 JT Equity,,,9984 JT Equity,,,9432 JT Equity,,,9433 JT Equity,,,9437 JT Equity,,,8306 JT Equity,,,8316 JT Equity,,,8411 JT Equity,,,8766 JT Equity,,,8604 JT Equity,,,6954 JT Equity,,,9020 JT Equity,,,8058 JT Equity,,,9022 JT Equity,,,8031 JT Equity,,,2914 JT Equity,,,3382 JT Equity,,,7751 JT Equity,,,6981 JT Equity,,,6501 JT Equity,,,4502 JT Equity,,,4503 JT Equity,,,8802 JT Equity,,,8801 JT Equity,,,4063 JT Equity,
Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST
2014/10/23,632.27,,2014/10/23,6045,,2014/10/23,3365.5,,2014/10/23,1901.5,,2014/10/23,942,,2014/10/23,1199,,2014/10/23,4776,,2014/10/23,7241,,2014/10/23,3179.5,,2014/10/23,2190,,2014/10/23,1704,,2014/10/23,579,,2014/10/23,3955,,2014/10/23,187,,2014/10/23,3186,,2014/10/23,600.1,,2014/10/23,18525,,2014/10/23,8103,,2014/10/23,2011,,2014/10/23,14585,,2014/10/23,1549,,2014/10/23,3459.5,,2014/10/23,3934,,2014/10/23,3252.5,,2014/10/23,11780,,2014/10/23,775.6,,2014/10/23,4486.5,,2014/10/23,1577,,2014/10/23,2293.5,,2014/10/23,2998,,2014/10/23,6759
2014/10/24,637.79,,2014/10/24,6151,,2014/10/24,3322,,2014/10/24,1886.5,,2014/10/24,945,,2014/10/24,1205,,2014/10/24,4819.5,,2014/10/24,7380,,2014/10/24,3185,,2014/10/24,2219.3,,2014/10/24,1719.5,,2014/10/24,583.2,,2014/10/24,3990.5,,2014/10/24,188.1,,2014/10/24,3218,,2014/10/24,603,,2014/10/24,18715,,2014/10/24,8162,,2014/10/24,2025,,2014/10/24,14775,,2014/10/24,1551,,2014/10/24,3514,,2014/10/24,3945,,2014/10/24,3250.5,,2014/10/24,11660,,2014/10/24,803.1,,2014/10/24,4538.5,,2014/10/24,1597.5,,2014/10/24,2296.5,,2014/10/24,3008,,2014/10/24,6763
2014/10/27,642.83,,2014/10/27,6195,,2014/10/27,3330.5,,2014/10/27,1883.5,,2014/10/27,945.6,,2014/10/27,1219.5,,2014/10/27,4909.5,,2014/10/27,7422,,2014/10/27,3226,,2014/10/27,2257,,2014/10/27,1739.5,,2014/10/27,587.1,,2014/10/27,4018.5,,2014/10/27,189.7,,2014/10/27,3253,,2014/10/27,606.3,,2014/10/27,17910,,2014/10/27,8274,,2014/10/27,2044.5,,2014/10/27,14970,,2014/10/27,1585,,2014/10/27,3559,,2014/10/27,3991,,2014/10/27,3275.5,,2014/10/27,11755,,2014/10/27,804.6,,2014/10/27,4579.5,,2014/10/27,1626.5,,2014/10/27,2329,,2014/10/27,3056,,2014/10/27,6898
2014/10/28,642.11,,2014/10/28,6172,,2014/10/28,3306,,2014/10/28,1898.5,,2014/10/28,942.4,,2014/10/28,1217,,2014/10/28,4876,,2014/10/28,7418,,2014/10/28,3191,,2014/10/28,2267,,2014/10/28,1733,,2014/10/28,590,,2014/10/28,4020.5,,2014/10/28,189.8,,2014/10/28,3256.5,,2014/10/28,609.6,,2014/10/28,17720,,2014/10/28,8288,,2014/10/28,2032.5,,2014/10/28,15075,,2014/10/28,1567,,2014/10/28,3576.5,,2014/10/28,4030,,2014/10/28,3195,,2014/10/28,11745,,2014/10/28,797.8,,2014/10/28,4629.5,,2014/10/28,1639,,2014/10/28,2356,,2014/10/28,3068,,2014/10/28,6868
2014/10/29,651.24,,2014/10/29,6262,,2014/10/29,3303.5,,2014/10/29,2001.5,,2014/10/29,951.8,,2014/10/29,1239,,2014/10/29,4940.5,,2014/10/29,7509,,2014/10/29,3226.5,,2014/10/29,2299.7,,2014/10/29,1779.5,,2014/10/29,599,,2014/10/29,4082,,2014/10/29,191.8,,2014/10/29,3320.5,,2014/10/29,636.4,,2014/10/29,18050,,2014/10/29,8282,,2014/10/29,2084,,2014/10/29,15190,,2014/10/29,1613.5,,2014/10/29,3621.5,,2014/10/29,4125,,2014/10/29,3212.5,,2014/10/29,11775,,2014/10/29,804.5,,2014/10/29,4628,,2014/10/29,1644.5,,2014/10/29,2376,,2014/10/29,3130,,2014/10/29,6706
2014/10/30,655.58,,2014/10/30,6260,,2014/10/30,3323,,2014/10/30,2055,,2014/10/30,950.1,,2014/10/30,1263.5,,2014/10/30,4985.5,,2014/10/30,7740,,2014/10/30,3212.5,,2014/10/30,2300,,2014/10/30,1776.5,,2014/10/30,608,,2014/10/30,4105.5,,2014/10/30,195,,2014/10/30,3323.5,,2014/10/30,632.2,,2014/10/30,17790,,2014/10/30,8252,,2014/10/30,2085.5,,2014/10/30,15415,,2014/10/30,1613,,2014/10/30,3619,,2014/10/30,4134,,2014/10/30,3240,,2014/10/30,11885,,2014/10/30,820.6,,2014/10/30,4657.5,,2014/10/30,1637.5,,2014/10/30,2418.5,,2014/10/30,3221.5,,2014/10/30,6682
2014/10/31,686.33,,2014/10/31,6498,,2014/10/31,3479,,2014/10/31,2072,,2014/10/31,997.9,,2014/10/31,1305,,2014/10/31,5009,,2014/10/31,7939,,2014/10/31,3446,,2014/10/31,2408.3,,2014/10/31,1862,,2014/10/31,632.2,,2014/10/31,4399.5,,2014/10/31,200,,2014/10/31,3513,,2014/10/31,674.9,,2014/10/31,19120,,2014/10/31,8645,,2014/10/31,2163.5,,2014/10/31,16505,,2014/10/31,1665.5,,2014/10/31,3766,,2014/10/31,4281,,2014/10/31,3389,,2014/10/31,12205,,2014/10/31,859.1,,2014/10/31,4804.5,,2014/10/31,1699,,2014/10/31,2795.5,,2014/10/31,3507.5,,2014/10/31,7044
2014/11/4,706.43,,2014/11/4,6800,,2014/11/4,3536.5,,2014/11/4,2301,,2014/11/4,1028,,2014/11/4,1383,,2014/11/4,5290,,2014/11/4,8027,,2014/11/4,3432.5,,2014/11/4,2516,,2014/11/4,1830,,2014/11/4,638.4,,2014/11/4,4543,,2014/11/4,203.8,,2014/11/4,3665.5,,2014/11/4,727,,2014/11/4,19660,,2014/11/4,8856,,2014/11/4,2212.5,,2014/11/4,17115,,2014/11/4,1683.5,,2014/11/4,3930,,2014/11/4,4317,,2014/11/4,3474.5,,2014/11/4,12785,,2014/11/4,879,,2014/11/4,4894.5,,2014/11/4,1791.5,,2014/11/4,2831.5,,2014/11/4,3620.5,,2014/11/4,7203
2014/11/5,706.36,,2014/11/5,6808,,2014/11/5,3622,,2014/11/5,2309.5,,2014/11/5,1050,,2014/11/5,1386.5,,2014/11/5,5333,,2014/11/5,7840,,2014/11/5,3432,,2014/11/5,2464,,2014/11/5,1846.5,,2014/11/5,636.5,,2014/11/5,4538.5,,2014/11/5,205.9,,2014/11/5,3657,,2014/11/5,725,,2014/11/5,19605,,2014/11/5,8870,,2014/11/5,2225,,2014/11/5,16890,,2014/11/5,1672,,2014/11/5,3987.5,,2014/11/5,4377,,2014/11/5,3534,,2014/11/5,12765,,2014/11/5,881.2,,2014/11/5,4915.5,,2014/11/5,1778,,2014/11/5,2698.5,,2014/11/5,3540,,2014/11/5,7360
2014/11/6,698.54,,2014/11/6,6812,,2014/11/6,3616.5,,2014/11/6,2231,,2014/11/6,1047,,2014/11/6,1380,,2014/11/6,5320,,2014/11/6,7824,,2014/11/6,3400,,2014/11/6,2456,,2014/11/6,1823.5,,2014/11/6,623.7,,2014/11/6,4431,,2014/11/6,202.3,,2014/11/6,3622.5,,2014/11/6,713.8,,2014/11/6,19690,,2014/11/6,8640,,2014/11/6,2187.5,,2014/11/6,16605,,2014/11/6,1641,,2014/11/6,3927,,2014/11/6,4283,,2014/11/6,3531.5,,2014/11/6,12685,,2014/11/6,872.9,,2014/11/6,4856,,2014/11/6,1753,,2014/11/6,2605,,2014/11/6,3411.5,,2014/11/6,7327
2014/11/7,701.47,,2014/11/7,6817,,2014/11/7,3644.5,,2014/11/7,2258,,2014/11/7,1045.5,,2014/11/7,1417.5,,2014/11/7,5299,,2014/11/7,7780,,2014/11/7,3409.5,,2014/11/7,2437.3,,2014/11/7,1832.5,,2014/11/7,628.5,,2014/11/7,4427,,2014/11/7,203,,2014/11/7,3576,,2014/11/7,713.6,,2014/11/7,19965,,2014/11/7,8654,,2014/11/7,2236,,2014/11/7,16740,,2014/11/7,1679,,2014/11/7,3932.5,,2014/11/7,4302,,2014/11/7,3554,,2014/11/7,12590,,2014/11/7,873.5,,2014/11/7,4907,,2014/11/7,1779,,2014/11/7,2615,,2014/11/7,3386,,2014/11/7,7405
2014/11/10,698.27,,2014/11/10,6712,,2014/11/10,3588.5,,2014/11/10,2344,,2014/11/10,1040.5,,2014/11/10,1418,,2014/11/10,5274,,2014/11/10,7721,,2014/11/10,3271,,2014/11/10,2437.7,,2014/11/10,1801.5,,2014/11/10,630.9,,2014/11/10,4463,,2014/11/10,203.2,,2014/11/10,3582.5,,2014/11/10,715.2,,2014/11/10,19660,,2014/11/10,8698,,2014/11/10,2281,,2014/11/10,16820,,2014/11/10,1652.5,,2014/11/10,3890,,2014/11/10,4298,,2014/11/10,3534,,2014/11/10,12370,,2014/11/10,870,,2014/11/10,4873.5,,2014/11/10,1752.5,,2014/11/10,2614.5,,2014/11/10,3423.5,,2014/11/10,7417
2014/11/11,706.86,,2014/11/11,6813,,2014/11/11,3532,,2014/11/11,2354,,2014/11/11,1054.5,,2014/11/11,1429.5,,2014/11/11,5369,,2014/11/11,7889,,2014/11/11,3270.5,,2014/11/11,2565,,2014/11/11,1845,,2014/11/11,634.7,,2014/11/11,4483.5,,2014/11/11,203.8,,2014/11/11,3620,,2014/11/11,717.8,,2014/11/11,20090,,2014/11/11,8776,,2014/11/11,2283.5,,2014/11/11,17115,,2014/11/11,1660,,2014/11/11,3951.5,,2014/11/11,4424,,2014/11/11,3574,,2014/11/11,12705,,2014/11/11,878.1,,2014/11/11,4901,,2014/11/11,1786.5,,2014/11/11,2696,,2014/11/11,3482.5,,2014/11/11,7525
2014/11/12,707.98,,2014/11/12,6839,,2014/11/12,3592,,2014/11/12,2365.5,,2014/11/12,1060.5,,2014/11/12,1421,,2014/11/12,5349,,2014/11/12,7943,,2014/11/12,3236.5,,2014/11/12,2542.3,,2014/11/12,1832,,2014/11/12,634.1,,2014/11/12,4476,,2014/11/12,203.7,,2014/11/12,3627.5,,2014/11/12,722,,2014/11/12,20310,,2014/11/12,8828,,2014/11/12,2278,,2014/11/12,17400,,2014/11/12,1642,,2014/11/12,3926.5,,2014/11/12,4457,,2014/11/12,3570.5,,2014/11/12,12645,,2014/11/12,868.5,,2014/11/12,4892.5,,2014/11/12,1789,,2014/11/12,2757.5,,2014/11/12,3577,,2014/11/12,7556
2014/11/13,714.8,,2014/11/13,6930,,2014/11/13,3626,,2014/11/13,2350,,2014/11/13,1072,,2014/11/13,1436.5,,2014/11/13,5408,,2014/11/13,8172,,2014/11/13,3278.5,,2014/11/13,2544.7,,2014/11/13,1855.5,,2014/11/13,643.2,,2014/11/13,4526.5,,2014/11/13,204.1,,2014/11/13,3683.5,,2014/11/13,725.3,,2014/11/13,20550,,2014/11/13,8868,,2014/11/13,2300,,2014/11/13,17590,,2014/11/13,1647,,2014/11/13,3934.5,,2014/11/13,4544,,2014/11/13,3600,,2014/11/13,12610,,2014/11/13,875.3,,2014/11/13,4930,,2014/11/13,1787,,2014/11/13,2783.5,,2014/11/13,3562,,2014/11/13,7631
2014/11/14,719.18,,2014/11/14,6969,,2014/11/14,3720,,2014/11/14,2401.5,,2014/11/14,1081.5,,2014/11/14,1446.5,,2014/11/14,5487,,2014/11/14,8143,,2014/11/14,3292,,2014/11/14,2528,,2014/11/14,1866.5,,2014/11/14,645.1,,2014/11/14,4444.5,,2014/11/14,205,,2014/11/14,3741,,2014/11/14,725.6,,2014/11/14,20590,,2014/11/14,8947,,2014/11/14,2318.5,,2014/11/14,17945,,2014/11/14,1638.5,,2014/11/14,3918,,2014/11/14,4550,,2014/11/14,3640,,2014/11/14,12800,,2014/11/14,887.6,,2014/11/14,4967.5,,2014/11/14,1810,,2014/11/14,2861,,2014/11/14,3640,,2014/11/14,7725
2014/11/17,704.95,,2014/11/17,6825,,2014/11/17,3630,,2014/11/17,2329,,2014/11/17,1061.5,,2014/11/17,1426.5,,2014/11/17,5380,,2014/11/17,7956,,2014/11/17,3215,,2014/11/17,2452.7,,2014/11/17,1837,,2014/11/17,659,,2014/11/17,4360.5,,2014/11/17,200.4,,2014/11/17,3631.5,,2014/11/17,704.5,,2014/11/17,19760,,2014/11/17,8668,,2014/11/17,2277,,2014/11/17,17120,,2014/11/17,1614,,2014/11/17,3832,,2014/11/17,4467,,2014/11/17,3564,,2014/11/17,12685,,2014/11/17,859.6,,2014/11/17,4865.5,,2014/11/17,1772,,2014/11/17,2777.5,,2014/11/17,3564.5,,2014/11/17,7482
2014/11/18,718.07,,2014/11/18,6998,,2014/11/18,3676,,2014/11/18,2478.5,,2014/11/18,1077,,2014/11/18,1470.5,,2014/11/18,5462,,2014/11/18,8016,,2014/11/18,3282,,2014/11/18,2541.7,,2014/11/18,1869.5,,2014/11/18,669.9,,2014/11/18,4419.5,,2014/11/18,201.5,,2014/11/18,3704,,2014/11/18,710.6,,2014/11/18,20170,,2014/11/18,8916,,2014/11/18,2308,,2014/11/18,17600,,2014/11/18,1630,,2014/11/18,3845,,2014/11/18,4548,,2014/11/18,3630.5,,2014/11/18,13040,,2014/11/18,885,,2014/11/18,4950,,2014/11/18,1805,,2014/11/18,2801,,2014/11/18,3570.5,,2014/11/18,7723
2014/11/19,718.77,,2014/11/19,7025,,2014/11/19,3621.5,,2014/11/19,2441.5,,2014/11/19,1073.5,,2014/11/19,1475,,2014/11/19,5506,,2014/11/19,7886,,2014/11/19,3270,,2014/11/19,2533,,2014/11/19,1881.5,,2014/11/19,671,,2014/11/19,4473,,2014/11/19,203.1,,2014/11/19,3857.5,,2014/11/19,725.2,,2014/11/19,19900,,2014/11/19,8977,,2014/11/19,2304,,2014/11/19,17510,,2014/11/19,1627,,2014/11/19,3875.5,,2014/11/19,4500,,2014/11/19,3635,,2014/11/19,13040,,2014/11/19,893,,2014/11/19,4949,,2014/11/19,1791.5,,2014/11/19,2819,,2014/11/19,3603.5,,2014/11/19,7722
2014/11/20,718.54,,2014/11/20,7098,,2014/11/20,3676.5,,2014/11/20,2410.5,,2014/11/20,1088.5,,2014/11/20,1475,,2014/11/20,5526,,2014/11/20,7750,,2014/11/20,3220.5,,2014/11/20,2569,,2014/11/20,1879.5,,2014/11/20,670.2,,2014/11/20,4469,,2014/11/20,204.7,,2014/11/20,3779,,2014/11/20,717,,2014/11/20,19900,,2014/11/20,8880,,2014/11/20,2292.5,,2014/11/20,17545,,2014/11/20,1627.5,,2014/11/20,3900.5,,2014/11/20,4500,,2014/11/20,3676,,2014/11/20,13090,,2014/11/20,893.7,,2014/11/20,4966,,2014/11/20,1780.5,,2014/11/20,2758,,2014/11/20,3541.5,,2014/11/20,7773
2014/11/21,719.09,,2014/11/21,7089,,2014/11/21,3690,,2014/11/21,2433.5,,2014/11/21,1076.5,,2014/11/21,1468.5,,2014/11/21,5531,,2014/11/21,7790,,2014/11/21,3197.5,,2014/11/21,2562.3,,2014/11/21,1847,,2014/11/21,671,,2014/11/21,4482,,2014/11/21,204.2,,2014/11/21,3827.5,,2014/11/21,717,,2014/11/21,20160,,2014/11/21,8935,,2014/11/21,2266.5,,2014/11/21,17530,,2014/11/21,1620.5,,2014/11/21,3935,,2014/11/21,4482,,2014/11/21,3711.5,,2014/11/21,12895,,2014/11/21,888.4,,2014/11/21,4973.5,,2014/11/21,1762,,2014/11/21,2779.5,,2014/11/21,3558.5,,2014/11/21,7878
2014/11/25,725.42,,2014/11/25,7190,,2014/11/25,3741.5,,2014/11/25,2582.5,,2014/11/25,1106,,2014/11/25,1499,,2014/11/25,5496,,2014/11/25,7952,,2014/11/25,3178,,2014/11/25,2531,,2014/11/25,1849.5,,2014/11/25,680.5,,2014/11/25,4528,,2014/11/25,204,,2014/11/25,3907.5,,2014/11/25,720.8,,2014/11/25,19985,,2014/11/25,8983,,2014/11/25,2256,,2014/11/25,17475,,2014/11/25,1663.5,,2014/11/25,3898,,2014/11/25,4480.5,,2014/11/25,3775,,2014/11/25,12990,,2014/11/25,915,,2014/11/25,4989.5,,2014/11/25,1722,,2014/11/25,2758.5,,2014/11/25,3526,,2014/11/25,7925
2014/11/26,722.62,,2014/11/26,7180,,2014/11/26,3633.5,,2014/11/26,2548.5,,2014/11/26,1120,,2014/11/26,1507,,2014/11/26,5489,,2014/11/26,8042,,2014/11/26,3225,,2014/11/26,2543.3,,2014/11/26,1859,,2014/11/26,678.7,,2014/11/26,4489,,2014/11/26,204,,2014/11/26,3885.5,,2014/11/26,716.6,,2014/11/26,19910,,2014/11/26,8897,,2014/11/26,2262,,2014/11/26,17435,,2014/11/26,1680,,2014/11/26,3809,,2014/11/26,4437,,2014/11/26,3766.5,,2014/11/26,12830,,2014/11/26,910.8,,2014/11/26,4989.5,,2014/11/26,1708.5,,2014/11/26,2691.5,,2014/11/26,3460,,2014/11/26,7857
2014/11/27,714.55,,2014/11/27,7147,,2014/11/27,3512.5,,2014/11/27,2500,,2014/11/27,1102,,2014/11/27,1513,,2014/11/27,5485,,2014/11/27,7934,,2014/11/27,3180,,2014/11/27,2507.3,,2014/11/27,1834,,2014/11/27,670.3,,2014/11/27,4427.5,,2014/11/27,201.7,,2014/11/27,3792,,2014/11/27,708.5,,2014/11/27,19875,,2014/11/27,8780,,2014/11/27,2220,,2014/11/27,16980,,2014/11/27,1655,,2014/11/27,3786.5,,2014/11/27,4393,,2014/11/27,3747,,2014/11/27,12820,,2014/11/27,906,,2014/11/27,4940.5,,2014/11/27,1697.5,,2014/11/27,2635,,2014/11/27,3390.5,,2014/11/27,7848
2014/11/28,723.74,,2014/11/28,7314,,2014/11/28,3571.5,,2014/11/28,2600,,2014/11/28,1108.5,,2014/11/28,1532.5,,2014/11/28,5543,,2014/11/28,7963,,2014/11/28,3175.5,,2014/11/28,2534.7,,2014/11/28,1851.5,,2014/11/28,686.4,,2014/11/28,4475,,2014/11/28,204.5,,2014/11/28,3880.5,,2014/11/28,714,,2014/11/28,20020,,2014/11/28,8897,,2014/11/28,2245,,2014/11/28,17275,,2014/11/28,1637.5,,2014/11/28,3802.5,,2014/11/28,4427.5,,2014/11/28,3801.5,,2014/11/28,12825,,2014/11/28,916.5,,2014/11/28,4972,,2014/11/28,1707,,2014/11/28,2671.5,,2014/11/28,3430.5,,2014/11/28,7990
2014/12/1,727.89,,2014/12/1,7429,,2014/12/1,3595.5,,2014/12/1,2640,,2014/12/1,1105,,2014/12/1,1554,,2014/12/1,5683,,2014/12/1,7966,,2014/12/1,3115,,2014/12/1,2514.7,,2014/12/1,1866,,2014/12/1,690,,2014/12/1,4477.5,,2014/12/1,204.3,,2014/12/1,3970.5,,2014/12/1,718.8,,2014/12/1,20260,,2014/12/1,8954,,2014/12/1,2222,,2014/12/1,17515,,2014/12/1,1612,,2014/12/1,3798,,2014/12/1,4456,,2014/12/1,3906,,2014/12/1,12980,,2014/12/1,920.1,,2014/12/1,5015,,2014/12/1,1713.5,,2014/12/1,2685,,2014/12/1,3430,,2014/12/1,8118
2014/12/2,729.53,,2014/12/2,7527,,2014/12/2,3628,,2014/12/2,2623.5,,2014/12/2,1108.5,,2014/12/2,1563,,2014/12/2,5825,,2014/12/2,7840,,2014/12/2,3147.5,,2014/12/2,2551.7,,2014/12/2,1869.5,,2014/12/2,688.6,,2014/12/2,4432,,2014/12/2,205,,2014/12/2,3975,,2014/12/2,719.5,,2014/12/2,20280,,2014/12/2,8997,,2014/12/2,2253.5,,2014/12/2,17520,,2014/12/2,1626,,2014/12/2,3694,,2014/12/2,4464.5,,2014/12/2,3916.5,,2014/12/2,13175,,2014/12/2,917.1,,2014/12/2,5038,,2014/12/2,1715,,2014/12/2,2678.5,,2014/12/2,3418,,2014/12/2,8166
2014/12/3,729.51,,2014/12/3,7592,,2014/12/3,3652,,2014/12/3,2596,,2014/12/3,1102,,2014/12/3,1580.5,,2014/12/3,5780,,2014/12/3,7813,,2014/12/3,3136.5,,2014/12/3,2521.7,,2014/12/3,1881,,2014/12/3,689.8,,2014/12/3,4429,,2014/12/3,205.5,,2014/12/3,3928.5,,2014/12/3,730.8,,2014/12/3,20410,,2014/12/3,8902,,2014/12/3,2232,,2014/12/3,17345,,2014/12/3,1622,,2014/12/3,3675.5,,2014/12/3,4425.5,,2014/12/3,3899.5,,2014/12/3,13270,,2014/12/3,911.3,,2014/12/3,5024,,2014/12/3,1708,,2014/12/3,2640.5,,2014/12/3,3413,,2014/12/3,8111
2014/12/4,734.48,,2014/12/4,7730,,2014/12/4,3725,,2014/12/4,2643,,2014/12/4,1120.5,,2014/12/4,1586.5,,2014/12/4,5900,,2014/12/4,7803,,2014/12/4,3159.5,,2014/12/4,2533.7,,2014/12/4,1845,,2014/12/4,689,,2014/12/4,4458,,2014/12/4,205.8,,2014/12/4,3970,,2014/12/4,739.1,,2014/12/4,20865,,2014/12/4,8895,,2014/12/4,2252,,2014/12/4,17170,,2014/12/4,1632.5,,2014/12/4,3660,,2014/12/4,4400,,2014/12/4,3898,,2014/12/4,13545,,2014/12/4,928.5,,2014/12/4,5040,,2014/12/4,1705.5,,2014/12/4,2600.5,,2014/12/4,3369.5,,2014/12/4,8244
2014/12/5,737.92,,2014/12/5,7742,,2014/12/5,3738,,2014/12/5,2677,,2014/12/5,1135,,2014/12/5,1595.5,,2014/12/5,5932,,2014/12/5,7785,,2014/12/5,3137.5,,2014/12/5,2535,,2014/12/5,1852,,2014/12/5,696.9,,2014/12/5,4469,,2014/12/5,205.8,,2014/12/5,4092.5,,2014/12/5,744.8,,2014/12/5,21120,,2014/12/5,8866,,2014/12/5,2245,,2014/12/5,17115,,2014/12/5,1636,,2014/12/5,3632,,2014/12/5,4400,,2014/12/5,3900,,2014/12/5,13495,,2014/12/5,931.5,,2014/12/5,5050,,2014/12/5,1719,,2014/12/5,2617,,2014/12/5,3395,,2014/12/5,8494
2014/12/8,738.99,,2014/12/8,7858,,2014/12/8,3730,,2014/12/8,2590,,2014/12/8,1132.5,,2014/12/8,1563.5,,2014/12/8,5961,,2014/12/8,7706,,2014/12/8,3207.5,,2014/12/8,2546,,2014/12/8,1883.5,,2014/12/8,695.4,,2014/12/8,4519.5,,2014/12/8,205.5,,2014/12/8,4058.5,,2014/12/8,749.7,,2014/12/8,20980,,2014/12/8,8829,,2014/12/8,2236.5,,2014/12/8,16895,,2014/12/8,1633.5,,2014/12/8,3660,,2014/12/8,4366.5,,2014/12/8,3910.5,,2014/12/8,13420,,2014/12/8,932.2,,2014/12/8,5100,,2014/12/8,1732.5,,2014/12/8,2615,,2014/12/8,3379,,2014/12/8,8395
2014/12/9,733.84,,2014/12/9,7756,,2014/12/9,3716.5,,2014/12/9,2486,,2014/12/9,1129.5,,2014/12/9,1514,,2014/12/9,5904,,2014/12/9,7501,,2014/12/9,3181.5,,2014/12/9,2597.3,,2014/12/9,1886,,2014/12/9,698.4,,2014/12/9,4501.5,,2014/12/9,208.4,,2014/12/9,4000,,2014/12/9,727,,2014/12/9,20795,,2014/12/9,8900,,2014/12/9,2216,,2014/12/9,16970,,2014/12/9,1616.5,,2014/12/9,3686,,2014/12/9,4400,,2014/12/9,3896,,2014/12/9,13205,,2014/12/9,911.9,,2014/12/9,5100,,2014/12/9,1730.5,,2014/12/9,2612.5,,2014/12/9,3372,,2014/12/9,8442
2014/12/10,718.26,,2014/12/10,7523,,2014/12/10,3610,,2014/12/10,2504,,2014/12/10,1091,,2014/12/10,1480,,2014/12/10,5690,,2014/12/10,7421,,2014/12/10,3223,,2014/12/10,2572.7,,2014/12/10,1851,,2014/12/10,680.4,,2014/12/10,4392,,2014/12/10,205,,2014/12/10,3859,,2014/12/10,715.8,,2014/12/10,20115,,2014/12/10,8681,,2014/12/10,2170,,2014/12/10,16740,,2014/12/10,1598.5,,2014/12/10,3625.5,,2014/12/10,4351.5,,2014/12/10,3792.5,,2014/12/10,13005,,2014/12/10,888,,2014/12/10,5022,,2014/12/10,1713.5,,2014/12/10,2570,,2014/12/10,3301,,2014/12/10,8105
2014/12/11,711.38,,2014/12/11,7481,,2014/12/11,3568,,2014/12/11,2464,,2014/12/11,1087.5,,2014/12/11,1453,,2014/12/11,5649,,2014/12/11,7311,,2014/12/11,3165,,2014/12/11,2547.7,,2014/12/11,1859.5,,2014/12/11,670,,2014/12/11,4317,,2014/12/11,203.6,,2014/12/11,3866,,2014/12/11,707.4,,2014/12/11,19850,,2014/12/11,8691,,2014/12/11,2174,,2014/12/11,16960,,2014/12/11,1565,,2014/12/11,3550,,2014/12/11,4294.5,,2014/12/11,3807,,2014/12/11,12860,,2014/12/11,898.6,,2014/12/11,4943.5,,2014/12/11,1688.5,,2014/12/11,2546.5,,2014/12/11,3225.5,,2014/12/11,8159
2014/12/12,711.79,,2014/12/12,7500,,2014/12/12,3520,,2014/12/12,2440.5,,2014/12/12,1075.5,,2014/12/12,1463,,2014/12/12,5612,,2014/12/12,7336,,2014/12/12,3137.5,,2014/12/12,2539,,2014/12/12,1834,,2014/12/12,670.9,,2014/12/12,4339,,2014/12/12,204.1,,2014/12/12,3910,,2014/12/12,703.1,,2014/12/12,19990,,2014/12/12,8626,,2014/12/12,2150,,2014/12/12,16865,,2014/12/12,1550,,2014/12/12,3516,,2014/12/12,4277,,2014/12/12,3954.5,,2014/12/12,12955,,2014/12/12,896.4,,2014/12/12,4945,,2014/12/12,1722.5,,2014/12/12,2529.5,,2014/12/12,3249,,2014/12/12,8184
2014/12/15,700.39,,2014/12/15,7311,,2014/12/15,3498,,2014/12/15,2353,,2014/12/15,1045,,2014/12/15,1447.5,,2014/12/15,5503,,2014/12/15,7269,,2014/12/15,3133.5,,2014/12/15,2502,,2014/12/15,1809,,2014/12/15,665.6,,2014/12/15,4233.5,,2014/12/15,201.3,,2014/12/15,3804,,2014/12/15,693,,2014/12/15,19780,,2014/12/15,8630,,2014/12/15,2108,,2014/12/15,16825,,2014/12/15,1527.5,,2014/12/15,3450.5,,2014/12/15,4299,,2014/12/15,3872.5,,2014/12/15,12705,,2014/12/15,880,,2014/12/15,4958,,2014/12/15,1695,,2014/12/15,2489.5,,2014/12/15,3166.5,,2014/12/15,7959
2014/12/16,686.5,,2014/12/16,7214,,2014/12/16,3424.5,,2014/12/16,2331,,2014/12/16,1017.5,,2014/12/16,1419.5,,2014/12/16,5417,,2014/12/16,7106,,2014/12/16,3054.5,,2014/12/16,2463,,2014/12/16,1772.5,,2014/12/16,649.1,,2014/12/16,4121.5,,2014/12/16,198.1,,2014/12/16,3801,,2014/12/16,684.6,,2014/12/16,19190,,2014/12/16,8643,,2014/12/16,2043.5,,2014/12/16,17210,,2014/12/16,1481.5,,2014/12/16,3354.5,,2014/12/16,4201.5,,2014/12/16,3786.5,,2014/12/16,12525,,2014/12/16,865.8,,2014/12/16,4836,,2014/12/16,1666,,2014/12/16,2440.5,,2014/12/16,3086.5,,2014/12/16,7666
